Pecho,Cuello,Cintura,Longitud_delantera,Altura,Peso,Talla,SEXO,Cadera
109.5,39.2,93.5,61.9,179.9,68.7,L,H,
107.8,39.2,95.5,60.9,177.4,72.3,L,H,
110.3,39.3,94.9,61.4,178.8,68.1,L,H,
108.7,38.4,92.8,61.8,175.8,69.6,L,H,
111.1,38.8,97.5,61.4,178.9,69.1,L,H,
109.6,39.2,93.9,61.4,176.3,65.6,L,H,
109.3,39.2,98,61.6,177.1,66.9,L,H,
108.2,38.7,93.7,61.4,177.4,68,L,H,
107,38.4,95,61.3,175,67.2,L,H,
109.2,38.9,92,61.7,174.4,62.4,L,H,
110.7,38.7,94.2,60.5,177.6,73.2,L,H,
111.7,39.3,98,61.9,174.6,72.2,L,H,
108.1,38.4,97.1,60.9,179.4,72.8,L,H,
107.3,39,95.3,61.7,178.4,72.1,L,H,
109.3,38.4,96.3,60.3,177.2,69.6,L,H,
110.5,38.7,96.8,60,176.2,67.8,L,H,
108.1,39.2,92.6,60.9,174.5,62.3,L,H,
109.6,38.3,96.6,60,175.5,65.3,L,H,
110.8,38.8,91.4,60.2,174.5,63.4,L,H,
107.6,38.7,91.7,60.3,174.8,70.7,L,H,
109.3,38.8,93.3,60.1,173.7,69.7,L,H,
108,38.7,95.1,60.7,175,64.7,L,H,
107.6,38.8,96.3,61.8,178.7,69.6,L,H,
111.3,38.7,94.2,61.3,179.7,64.1,L,H,
111.4,39,97.1,61,174.5,70.8,L,H,
109.2,39.3,94.1,60.5,174.3,65.2,L,H,
108.1,38.4,95.7,61.6,176.4,70.4,L,H,
109.9,39,95.5,61.4,179.9,69.2,L,H,
111.1,38.6,91.6,60.2,178.5,73.7,L,H,
109.8,38.2,98.6,61.3,177.9,72.8,L,H,
109.8,38.6,96,61.8,177.7,62.3,L,H,
108.1,38.2,96.6,61.8,174.7,68.1,L,H,
111.7,39.3,91.1,60.8,179.6,65,L,H,
110.7,38.9,93.4,61.4,173.3,62.6,L,H,
110,38.9,94.9,60.9,174,68.5,L,H,
107.6,38.8,91.8,60.4,173.1,66.2,L,H,
108,38.5,92.8,61.4,174.3,65.5,L,H,
107.2,39,92.8,61.9,175.2,69.9,L,H,
107.9,39,97.6,60.7,173.8,66.5,L,H,
111.3,38.4,93.7,61.3,179.7,72.6,L,H,
109.9,39.3,91.2,61.4,177,66.4,L,H,
109.6,38.5,91.1,60,179.2,65.6,L,H,
107.7,39.3,92.6,60.1,176.4,68,L,H,
108.1,39.2,94.6,60.1,175.4,72.1,L,H,
111.3,38.8,97.5,60.5,178.1,63.1,L,H,
110,38.8,95.3,61,178.2,67.1,L,H,
109.9,39.2,93.5,60.9,176.6,69.3,L,H,
109.8,38.1,94.2,61.3,175.4,70.7,L,H,
107.1,38.4,95.2,61,176.5,67.6,L,H,
108.4,38.7,93,60.7,175.7,71.7,L,H,
111.1,38.9,95.7,61.9,179.9,71,L,H,
109.3,38.2,91.9,61.3,178.9,66.3,L,H,
107.8,38.4,91.4,61.6,175.5,70.6,L,H,
109.4,38.5,92.9,60.4,173.7,73.3,L,H,
109.6,38.5,95.3,61.9,179,63,L,H,
107,38.9,97,61.2,176.7,66.8,L,H,
109.9,39.3,93,60.5,176.7,65.8,L,H,
109,39.2,96.2,61.9,178.4,68.5,L,H,
111.4,39.3,93.2,60.6,176,70.1,L,H,
107.4,39.4,91.3,60.7,177.3,65.8,L,H,
109.6,38.2,99,61.5,178.6,64.3,L,H,
109,39.3,97.6,60.6,178.2,73.9,L,H,
109.3,39,96.3,62,175.1,73.4,L,H,
110.9,38.7,93.1,61.2,176.2,68.3,L,H,
107.7,39.4,98.7,61.7,173.3,71.9,L,H,
107.2,39.2,98.9,60.7,176,66.5,L,H,
107.3,38.8,91.3,60.2,179.5,66.1,L,H,
110.7,38.4,93.9,60.9,177.5,62.7,L,H,
109.5,38.2,96.6,61.5,175.5,72.1,L,H,
108.9,39.2,92.6,60.6,179.9,67.5,L,H,
109.4,38.4,91.5,61.8,179.2,67.3,L,H,
111,38.8,96.8,61.6,173.1,71.6,L,H,
107.7,38.6,97.6,61.2,174.5,65.5,L,H,
110.8,38.4,94.7,61.8,177.4,66.1,L,H,
108.1,39.1,92.3,61.5,176.2,68.9,L,H,
109,39.4,95.9,60.3,178.3,71,L,H,
110.6,38.4,94.1,60,179.4,67.8,L,H,
109.6,39.2,94.8,61.5,177,65.2,L,H,
109.1,38.6,97.1,61.1,175.2,63.9,L,H,
110.8,38.3,93.9,60.6,175.4,71.4,L,H,
107.4,38.2,91.2,60.3,177,67.7,L,H,
107.8,38.7,95.3,61.6,176.7,73.5,L,H,
108.5,39.1,96.4,61.1,175.7,68.4,L,H,
109.8,39.2,92.8,60.5,175.2,66.4,L,H,
109.8,38.9,97.4,60,176.5,71.4,L,H,
109.2,39.4,94.9,62,179.5,63,L,H,
109.4,38.3,98.9,61,178,66.6,L,H,
108.2,38.5,98.3,60.9,180,69.3,L,H,
108.4,38.9,97.9,60.4,176.2,70.3,L,H,
111.5,38.9,98.4,60.4,177,71,L,H,
107.1,39.2,98.9,61.3,176.7,66.9,L,H,
108.2,39,98.5,61.3,175.5,65.2,L,H,
111.7,38.9,91.2,60.1,174.8,62.7,L,H,
107.8,38.9,92.7,62,174.4,70.5,L,H,
110.8,39,97.6,61.9,178.8,64.2,L,H,
108.2,38.6,97.5,61.7,179.5,64.1,L,H,
107.5,38.3,98.6,60.3,173.8,66.1,L,H,
108.3,38.9,92.8,60.7,180,64.6,L,H,
110.7,38.6,91.9,61.8,179.7,72.1,L,H,
108.1,38.5,93.2,61.5,176.6,68.6,L,H,
109.6,38.1,97.9,60.4,176.3,63.2,L,H,
111.6,38.2,92.7,61.3,174.4,66,L,H,
106.7,38.8,94.5,61.1,177.6,72,L,H,
108.8,38.2,95.7,60.5,176.8,64.7,L,H,
111.7,39.2,94.1,60.2,178.9,71.6,L,H,
106.7,38.8,92.8,61,176.2,65.8,L,H,
109.5,38.3,93.6,61,174.3,71.6,L,H,
110.7,38.7,97,61.8,177.2,62.9,L,H,
107.4,39.3,96.5,61.2,179.6,63,L,H,
107.5,38.3,95.6,60.1,177.9,65.1,L,H,
111.2,38.5,96.6,60.9,177.7,73,L,H,
109.4,38.8,98.8,61.6,174.2,67.9,L,H,
106.8,38.2,96.5,60.7,175.6,62.1,L,H,
107.6,38.7,96.5,61,173.7,63,L,H,
109.7,38.4,92.3,60.3,176.3,67.3,L,H,
111.3,38.8,96,61.5,176.4,63.5,L,H,
111.4,39.1,93,60,178.7,66.2,L,H,
109.4,38.6,91.6,60.7,178.2,70.5,L,H,
109.6,38.2,96.7,60.5,173.5,64.2,L,H,
110.2,38.4,94.5,60.8,177.6,65.7,L,H,
107.6,38.8,94.1,61.2,173.2,63.1,L,H,
107,38.4,94.8,61.2,176.5,69.8,L,H,
107.8,38.1,95,61.2,178.3,63,L,H,
109.6,39.1,98.4,61,179.2,64.5,L,H,
110.1,38.3,94.7,61.1,175.1,69.1,L,H,
109.7,38.9,96.6,61.3,178.3,70.8,L,H,
111.7,39,91.1,61.8,173.6,71.8,L,H,
107,38.5,92.2,60.5,174.1,67.3,L,H,
109.6,38.6,91.7,61.1,175.1,62.3,L,H,
109.4,38.7,92,60.2,175.2,69.5,L,H,
111.1,38.6,91.4,61.7,177.7,70.1,L,H,
108.5,39.3,93.7,60,176.4,63.6,L,H,
109.4,39.2,92,61.6,175.3,65.7,L,H,
110.8,38.9,95.8,61.9,177.1,64.6,L,H,
107.7,38.9,93.2,60.2,175,65.5,L,H,
110.2,38.5,92,61.6,179.4,70.4,L,H,
108.1,38.5,94.6,60.6,175.5,66.3,L,H,
110.4,38.6,93.2,60.4,174.2,68.9,L,H,
108.4,38.9,95.1,60.4,177.1,70.2,L,H,
107.1,38.7,96.5,60.7,176,65,L,H,
108.3,39,97,60.3,178.6,69.5,L,H,
111.5,39.2,94.8,61.7,178.7,71.6,L,H,
106.8,38.9,96.8,60.3,178,70.6,L,H,
107.5,38.2,94.6,60.4,173.3,68.7,L,H,
108.9,39.3,96.5,61.3,176.5,65.1,L,H,
111.8,39.2,93.9,61.9,173.6,67.8,L,H,
111.4,39.2,98.6,60,175.2,69.4,L,H,
109.7,38.9,91,61.3,177.4,68.1,L,H,
109.7,38.5,97.1,61.6,173.7,68.4,L,H,
107.3,39.3,91.1,61.3,178.9,72.3,L,H,
107.8,39.2,98.4,60.5,179.1,65.5,L,H,
111.8,38.6,93.5,61.5,175.1,65.6,L,H,
109.8,38.7,94.9,60.5,174.7,69.4,L,H,
109.5,39.1,94.3,60.9,178.7,65.6,L,H,
107.5,38.9,94.3,61.9,173.3,64.9,L,H,
106.8,38.2,98.4,61.2,178.7,70.4,L,H,
111,38.5,91.4,60,173.9,67.9,L,H,
108.4,39,94.2,61.5,175.2,72.4,L,H,
111.3,39.4,94.6,60.3,176.7,65.8,L,H,
111.3,38.9,98.3,60.4,177.7,66.3,L,H,
107.1,38.5,96.8,60.2,173.5,62,L,H,
107.7,38.8,98.6,60.5,180,62.4,L,H,
108.1,38.8,93.2,60.5,176.4,69.2,L,H,
109,39.2,95.1,60.8,177.6,70.1,L,H,
111.3,38.7,92.8,60.1,175,70.3,L,H,
109.7,39.1,98.3,61,176,62,L,H,
110.3,38.9,98.2,60.1,176.9,73.7,L,H,
109.6,38.5,98.2,61.7,175.3,73,L,H,
106.7,38.6,91.9,60.1,173.5,73.3,L,H,
109.8,38.4,94.5,61.4,175.8,67.9,L,H,
106.7,39.2,96.3,60.6,177.7,64.9,L,H,
109.3,39,94.1,61.6,178.2,72.3,L,H,
108.7,38.8,95.5,60.3,174.7,67.6,L,H,
110.2,38.8,95.9,60.7,178.2,69.3,L,H,
111.6,38.5,96.1,61.5,178.9,71.4,L,H,
110.7,38.8,97.2,60.9,176.1,65,L,H,
110.5,39.1,95.7,61.4,174.7,67.3,L,H,
108.9,39.3,95.2,61.8,179.5,73.8,L,H,
110.8,38.9,98,60.8,175.5,68.8,L,H,
110,38.4,93.6,61.9,176.4,67.1,L,H,
108.7,38.4,96.1,61,176.7,67.3,L,H,
111.5,39.1,97,61.7,178.4,63.8,L,H,
106.9,39.1,94,61,175.3,64.4,L,H,
107.9,38.7,97.6,61.9,177.9,66.2,L,H,
107.8,38.6,91.9,61.1,178.6,71.5,L,H,
109.6,38.5,96,61.5,176.9,71.5,L,H,
107.8,39,97.6,60.4,173.2,72.9,L,H,
109.6,38.9,95.9,61,178.1,71.8,L,H,
111.6,38.9,95.8,61.2,174,63.2,L,H,
107.2,38.8,92.7,60.5,177.6,63.8,L,H,
107,39.4,94.5,60.4,174.8,71.7,L,H,
108.7,39,96.9,61.1,175.6,65.1,L,H,
108.8,38.3,98.7,61.3,177.7,63.4,L,H,
107.8,38.8,93.1,60.4,175.6,64.9,L,H,
109.3,38.7,98.1,60.2,175.1,72.7,L,H,
108.7,38.4,91.7,61.6,175.9,74,L,H,
111.3,38.4,96.3,61.1,173.3,64.2,L,H,
108.6,39.2,91.7,60.9,173.5,72.9,L,H,
109.3,38.7,93.8,60.1,177.2,67.3,L,H,
107.8,38.1,98.9,60.3,175.9,71.3,L,H,
109.6,38.5,92.3,60.7,174.4,73.4,L,H,
109,38.6,98.7,60.2,176.8,63.7,L,H,
109.9,38.3,97.7,61.6,173.9,65.3,L,H,
108.7,38.4,94.4,60.9,176,71.8,L,H,
108.4,38.4,92.8,62,176.8,70.3,L,H,
109.8,38.3,94.7,61.9,179.8,63.3,L,H,
111,39.2,97.5,60.1,175.1,67.5,L,H,
107.9,38.6,93.3,60.3,179.3,65.6,L,H,
111.4,39.1,92.6,61.8,174.7,62.4,L,H,
107.2,39.3,97.5,61.5,177.2,70.8,L,H,
108.1,38.1,96.3,61.9,175.5,69.6,L,H,
109.9,38.2,91.5,61.9,177.4,69.4,L,H,
110.8,38.7,97.7,60.7,176.4,65.1,L,H,
111.3,39.2,91.6,60.7,173.3,65.7,L,H,
107,38.3,98,60.6,177,66,L,H,
108.4,38.7,92.3,61.7,174.7,70.7,L,H,
107.1,38.4,97.5,60.3,176.9,67.2,L,H,
110,39.1,91.7,60.5,178.2,65.8,L,H,
111.6,39.2,95.5,61.5,174.8,67.5,L,H,
109.3,39.2,95.4,61.3,177.4,67.5,L,H,
109.7,39.1,94.8,61.7,174.2,69,L,H,
111.6,39.3,92.5,61.5,175.6,71.7,L,H,
110.4,39.3,94.1,60.2,175.2,66.5,L,H,
108.2,38.2,95,60.9,177.8,66.4,L,H,
111.4,39.1,95.8,60.9,173.7,65.2,L,H,
106.9,38.8,96.4,61.3,179.8,68.9,L,H,
109,39.1,92.7,60.6,179.9,68.1,L,H,
111.1,38.3,93.5,60.8,179.6,63.8,L,H,
110.8,39.1,98.9,60.5,173.7,67.8,L,H,
108.3,38.3,91.5,60.3,174.5,73,L,H,
111.7,39.1,98.6,61,176.2,68.8,L,H,
110.3,38.3,98.4,61.7,179.7,65.8,L,H,
108.6,39.1,94.4,60.6,174.5,65.8,L,H,
107.3,38.6,98.3,60.8,179.6,71.1,L,H,
109.2,38.3,95.1,61.3,178,62.3,L,H,
107,39.1,98.3,61.4,176.3,69,L,H,
108.9,38.3,97.1,61.4,178.2,72.8,L,H,
111.1,38.7,93.7,60.9,178.3,71.3,L,H,
111.2,39.3,95.2,61,177,66.5,L,H,
110.2,39.1,98.8,60.5,176.5,67.2,L,H,
109.2,38.9,94.2,60.1,175,72.5,L,H,
108.7,38.2,96.7,61,177.8,66.9,L,H,
108.3,38.2,97,60.1,173.5,64.1,L,H,
109.9,39.1,97,60.3,173.6,67.8,L,H,
108.3,38.2,95,61.4,179.5,67.3,L,H,
111.2,39.4,91.5,60.1,174.7,71.7,L,H,
111.2,38.3,98.7,60.7,173.6,65.3,L,H,
108.4,39.3,98.1,61.3,176.5,67.2,L,H,
110.3,38.9,93.1,60.2,177.8,62.5,L,H,
109,39,95,60.5,174.8,65.6,L,H,
108.9,38.8,98.2,60.3,175.5,70,L,H,
106.9,38.2,98.9,60.3,179.4,73.2,L,H,
110.5,39,91.8,61.1,173.9,73.2,L,H,
111.6,39.3,98.5,60.9,176,64.5,L,H,
109.2,38.7,96.3,60.9,175.6,68.3,L,H,
108.5,38.9,92.5,60.4,178.2,68.4,L,H,
108.8,38.9,95.8,60.2,176.7,65.7,L,H,
108.4,38.1,97.9,60.1,174.2,66.9,L,H,
110.3,38.8,98.5,60.3,177.6,70.9,L,H,
108.7,38.7,96.2,60.9,178.5,70.2,L,H,
108.7,39.1,95.9,61.5,173.4,67.6,L,H,
110.5,39,92.9,61.9,177.5,67.3,L,H,
110.4,38.4,91.7,60.7,173.7,62.6,L,H,
107.7,38.3,91.5,60.3,174.5,62.4,L,H,
108.2,39,95.1,60.4,173.4,71.8,L,H,
107.1,39,91.1,60.3,174.3,72.1,L,H,
109.9,38.9,97,60.6,178.1,72.1,L,H,
111.7,38.4,92.5,61.2,175.5,62.6,L,H,
110.1,38.5,94.1,60.1,175.3,63.7,L,H,
108.7,38.3,94.4,61,174.7,62.8,L,H,
107.1,39.2,93.7,61.3,176.6,72.1,L,H,
111.2,38.9,92,60,179.8,62.6,L,H,
111.4,38.4,91.6,60.9,179.5,65,L,H,
106.9,39.3,98.8,60.9,174.6,68.1,L,H,
108.8,38.7,91.1,61.2,177.3,64.7,L,H,
107.3,38.7,97,61.6,178.7,71.8,L,H,
109.1,38.4,97.2,60.4,174.4,70.5,L,H,
109.1,38.2,97.6,62,177.2,67.2,L,H,
110.1,39.1,96.8,61.9,179.1,67.7,L,H,
110.5,38.3,97.8,61.1,178.3,71,L,H,
111.2,38.6,97.6,60.4,176.7,66.8,L,H,
111.5,38.3,97,60.2,178.7,70.5,L,H,
107.5,39,93.8,61.6,177.9,68.9,L,H,
110.5,38.2,92.8,60.3,176.4,68.1,L,H,
108.8,38.9,95,61.4,178.2,63.6,L,H,
108.2,39.1,91.1,61.5,178.6,67,L,H,
109,39.3,95.7,60.6,179.4,68.3,L,H,
107.1,38.2,98.6,61,177.4,70.9,L,H,
107.1,38.3,91.4,60,175.9,63,L,H,
106.9,38.3,94.5,61.8,178,71.5,L,H,
109.2,38.9,96.1,61,178.2,62.5,L,H,
110.4,39.2,97.8,60.6,173.4,65.9,L,H,
108,39,94.8,60.8,175.5,63.7,L,H,
110.6,39.1,91.8,61.8,178.7,65,L,H,
109.3,38.4,98.9,60.4,174.9,68.2,L,H,
108,39.4,97.4,60.5,175.9,70.6,L,H,
107.5,38.6,91.7,62,180,65.1,L,H,
108.5,39.3,98.6,61.3,176.8,64.7,L,H,
107.2,38.8,97.1,61.6,173.9,67.5,L,H,
110.6,38.3,93.4,61.7,177.5,66.2,L,H,
110.7,38.4,98,61.2,176.2,66,L,H,
107.1,39.3,95.5,61,173.1,68.2,L,H,
107.2,39.3,98.4,61.7,175.5,67.5,L,H,
108,39.3,91.2,61.7,177.6,63.6,L,H,
111.5,39.1,97,61.9,176.5,66,L,H,
109,38.9,93.4,61.2,178.5,69,L,H,
110.5,39.2,91.9,61.6,178.2,73.2,L,H,
110.2,39,91.9,60.8,174,70.5,L,H,
109.1,39.4,91.8,60.8,175.2,73.4,L,H,
111,39.2,95.4,60.8,179.5,70.1,L,H,
109.9,39.4,92.1,61.8,177.1,72.6,L,H,
111.2,39.4,95,61.8,173.5,73.1,L,H,
109.7,38.6,91.5,60.2,176,63.9,L,H,
106.9,39.2,91.1,61.1,178,69.8,L,H,
110.2,39.2,92.3,61.6,173.9,67.5,L,H,
109.9,39.3,96,60.2,176.4,72.3,L,H,
110.7,38.8,93.3,61.4,179,67.3,L,H,
111.8,38.5,94.8,61.8,176.7,62.1,L,H,
109.3,38.2,95.3,60.2,175.4,62.6,L,H,
110.6,38.6,93.1,62,179,66.4,L,H,
110.7,39.3,95.9,61.8,175.3,73.8,L,H,
109.6,38.6,96.1,62,180,73.5,L,H,
107.3,39.2,93.7,61.7,178.9,71.9,L,H,
108.5,38.9,98.2,61.8,176.3,73.5,L,H,
110.4,38.4,94,61.4,175.9,65.5,L,H,
111.2,39,96,60.5,176.4,66.1,L,H,
109.7,38.8,97.8,61.5,179.6,69.6,L,H,
111.5,39.1,96.1,60.4,173.4,73,L,H,
107.6,38.7,93.4,60.3,175,69.8,L,H,
108,38.3,92.1,60.1,174.2,65.5,L,H,
110.9,39.4,97.9,61.1,176.3,66.9,L,H,
109.4,38.6,93,60.6,173.8,68.4,L,H,
109.7,38.3,91.3,61.6,176.8,72.3,L,H,
106.8,38.4,97.9,61.2,179.2,73.2,L,H,
110,38.6,95.1,60.4,177,62.2,L,H,
110.7,39,94,60.4,174.1,66.8,L,H,
111.6,39.4,95.6,61,175.6,73.3,L,H,
107.7,39,93.8,60.1,179.8,70.4,L,H,
107.1,39.3,94.1,60.8,177.1,68.6,L,H,
107.3,38.9,97.8,61.5,173.1,65.7,L,H,
107.6,39,98.8,61.7,177.3,70.3,L,H,
108.7,38.5,92.5,61.1,174.9,72.3,L,H,
110.8,38.7,96.4,61.5,177.9,66.8,L,H,
110.9,38.9,95.1,60.4,174.3,69.7,L,H,
110.7,38.9,91.1,60.6,177.5,73.5,L,H,
111,39.1,93.1,61,177.6,64.7,L,H,
111.1,38.7,97.3,61.7,175.4,65.1,L,H,
106.9,38.7,92.5,61.9,178.1,71.2,L,H,
108.7,39.3,96.5,60.4,178.1,67,L,H,
110.5,39,92,61.3,179.7,73.8,L,H,
107.8,39,94.1,61.3,179.9,69.8,L,H,
110.9,38.2,91.2,60.1,177.8,70.7,L,H,
109.5,39.3,95.4,60.5,173.3,68.3,L,H,
107.1,38.9,94,61.6,179.2,71.9,L,H,
110.9,38.8,95.6,61,173.7,69.9,L,H,
107.6,39,96.9,61.3,177.8,72.5,L,H,
111.8,38.1,94.1,60.4,176.9,73.1,L,H,
108.1,39.2,94.5,61.7,175.3,70.2,L,H,
110.3,38.9,98.1,60.1,174.3,72.3,L,H,
108.5,39.3,95.7,61.2,177.9,65.2,L,H,
110.4,38.9,92.7,61.6,175.9,64.9,L,H,
107.4,38.5,96.5,61.8,175.1,67.7,L,H,
110.8,38.5,94,61.5,174.5,70.7,L,H,
106.9,38.5,97.8,61.6,175.1,66.6,L,H,
108.1,38.2,98.4,60.4,173.1,63.3,L,H,
111,39.1,91.4,60.8,175.8,66.8,L,H,
106.7,39.3,97.8,61.4,178.3,68.7,L,H,
111.7,38.9,98.6,60.6,177.7,66.2,L,H,
108.2,39,91.4,61.8,179.7,66.3,L,H,
109.8,38.4,95.8,61,176.3,71.4,L,H,
111.7,38.4,92.9,61.1,179.5,64.8,L,H,
108.5,39,98.1,60.2,177.7,64.1,L,H,
108.9,39.2,93.9,60,173.6,68.1,L,H,
107.7,38.9,94.8,61.4,174.6,63.4,L,H,
111.7,38.3,93.3,61,178.1,70.5,L,H,
111,38.5,91.8,60.6,173.3,68.5,L,H,
110.5,38.2,95.1,61.1,176.9,66.8,L,H,
110.3,39,94.7,60.8,177.7,64.7,L,H,
111.3,38.9,93.8,61.3,178.1,65.9,L,H,
108.5,39.2,94.2,60.6,178.8,64.6,L,H,
108.6,38.8,91.2,61.2,174.3,73.6,L,H,
110.7,39.3,93.4,61.2,179.7,71.5,L,H,
109.2,38.6,93.5,61.9,179.6,64.1,L,H,
107.6,38.8,91.7,61.2,174.8,71,L,H,
108.5,38.8,92.9,61,176.9,71.2,L,H,
107.2,38.2,91.6,61.6,175.6,67.1,L,H,
110.9,39.1,92.9,61.1,177.6,65.7,L,H,
110.9,38.3,97.3,60.6,176,64.7,L,H,
111.5,38.2,94.1,61.9,179.3,63.7,L,H,
109,39.1,96,60.5,177.2,67.7,L,H,
109.2,38.3,96.5,60.1,179.6,64.8,L,H,
108.9,38.4,96.4,61,174.9,71.9,L,H,
107.4,38.4,98,60.3,179.6,74,L,H,
109.6,39.2,92.6,60.2,175.1,70.4,L,H,
109.6,39.2,94.9,61,179.4,67.7,L,H,
109.7,38.7,92,60.4,178.9,70.7,L,H,
111,39.1,93.1,61.3,177.2,68.4,L,H,
111.7,38.4,93.2,60.2,173,69.1,L,H,
107,39,95.2,61.7,177,72.5,L,H,
110,38.4,92.2,60.9,175,63.4,L,H,
111.7,39,96.4,61.5,174.2,68.9,L,H,
108.6,38.5,94.3,61.2,179.5,73.3,L,H,
111.6,39,95.2,60.1,178.8,68.1,L,H,
108.2,38.4,94.7,61.2,174.6,63.1,L,H,
109.7,38.2,97.3,61.8,178.7,67.7,L,H,
109.4,38.8,95,61.6,176.1,69.9,L,H,
108.7,38.9,92.2,60.4,175.5,71,L,H,
109.1,39.2,93.9,60.3,175.2,72.7,L,H,
111,38.2,93.6,60.1,177.1,72.8,L,H,
110.3,38.4,95.8,60.5,174.2,63.8,L,H,
110.2,38.5,93,60.5,176.7,64,L,H,
108.3,38.4,98.7,60.3,174.7,68.2,L,H,
108.1,39.4,98,61.9,173.7,69.7,L,H,
109.8,38.4,98.2,60.8,177.3,67,L,H,
110,38.3,97.4,61.1,179.8,64.8,L,H,
109.2,38.5,91.1,60.6,178.9,68.5,L,H,
109.6,38.4,91.4,61,179,62.5,L,H,
107,38.4,91.3,61.3,177.2,65.1,L,H,
110.5,39.1,94,61.9,179.2,64.7,L,H,
107.9,39.4,98,60.6,173.9,63.7,L,H,
109.4,38.3,98.9,61.1,178.4,64,L,H,
108.8,38.1,94.5,60.5,175.7,68.9,L,H,
109,39,97.1,60.9,178.1,62.7,L,H,
111.1,38.2,98.3,61.9,177.1,62.9,L,H,
109.2,38.6,97.8,60.2,178.4,62.6,L,H,
107.4,38.4,92.9,60.1,176.9,67.8,L,H,
108.6,38.4,98.8,60.9,176.4,62.1,L,H,
107.3,38.7,98.6,60.9,179.8,68.1,L,H,
111.4,39.1,91.1,60.6,176.5,72.2,L,H,
108,39.3,96.6,61.5,177.3,64.9,L,H,
110.5,38.5,96.3,60.9,178.9,69.9,L,H,
108.4,39.3,96.2,61.5,175.4,67.3,L,H,
106.8,39.3,92.1,60.7,179.3,67.9,L,H,
111.2,39.3,93.6,60.2,176.7,67.8,L,H,
108.9,38.3,96.8,61.3,174.5,73.2,L,H,
111.5,38.6,91.5,61.3,177.5,70.4,L,H,
108.8,39,92.8,60.9,174.4,70.5,L,H,
106.9,38.5,92.3,61.5,179.6,62.6,L,H,
110.4,39,91.6,61.5,179,67.8,L,H,
109.2,38.8,98.6,60.5,176.5,69.3,L,H,
109.8,38.4,96.1,61.3,174.4,65,L,H,
107.5,38.7,92.8,60.9,173.1,66.1,L,H,
110,39,97.8,61.2,175.1,69.4,L,H,
109.7,39.2,98,61,180,73.6,L,H,
111.7,38.5,97,60.1,178.7,65.1,L,H,
109.2,38.8,93.5,60.9,173.4,68.8,L,H,
111.8,38.5,97.1,60.5,178.4,73.6,L,H,
111.4,39.1,97.5,60.8,176.8,73.1,L,H,
106.8,39.1,96.4,60.5,174.7,64.6,L,H,
111.5,38.2,98.7,61,179.5,62.9,L,H,
107.1,39,93.7,61.7,176.1,69.9,L,H,
108.3,38.5,95.5,61.8,176.3,65.9,L,H,
107.9,38.8,96,60.6,179.5,67.4,L,H,
107.2,39,97.5,60.6,179.1,63.1,L,H,
110.3,38.5,95,60.9,174.1,63.7,L,H,
108.6,38.8,94.2,61.9,179.2,63,L,H,
109,38.6,96.4,61.2,176.4,68.4,L,H,
109.5,38.9,96.7,61.7,177.9,64.4,L,H,
111.5,38.6,91.4,60.7,174.9,64.3,L,H,
109.6,39.3,96,60.5,177.4,66.9,L,H,
108.5,38.9,98,61,179.6,71.5,L,H,
106.9,38.6,92.1,61.1,177.1,63.3,L,H,
109.9,38.2,95.4,61.8,177.2,64.8,L,H,
111.5,38.1,94.7,61.3,177.2,63.1,L,H,
107.6,39.1,98.5,60.3,173.4,72.9,L,H,
108,39,97.4,62,179,69,L,H,
110.3,38.8,96.7,61.5,176.6,68.4,L,H,
108,38.2,91.2,60.9,177.9,66.1,L,H,
106.9,38.6,96.9,60.5,173.1,67.5,L,H,
111.2,38.3,96.2,61.9,174.5,68.5,L,H,
108.9,38.3,97.3,61.5,177.2,68.9,L,H,
110.4,39.2,95.5,61.4,178.5,63.5,L,H,
107.1,38.9,97.7,61.6,179.2,65.4,L,H,
108.9,39.3,95.8,61.1,179.7,62.3,L,H,
108.6,38.3,95.3,61,174.4,69.2,L,H,
110.6,39.4,93.5,60.9,179.4,70.1,L,H,
109.6,39,98.2,61.2,178,62.9,L,H,
107,38.1,97.5,61.8,173.4,62.2,L,H,
109.1,39.4,92.4,61.7,179.8,66.9,L,H,
109.5,38.6,98.6,61.8,175.4,64.7,L,H,
111,38.4,95.4,61.6,177.8,62,L,H,
109.7,38.8,91.9,60.1,174.7,66.5,L,H,
108.2,38.6,91.8,61.4,178.1,69.5,L,H,
110.4,38.3,96.2,60.9,174.5,67.6,L,H,
110.2,39.3,97.8,60.1,175.5,68.2,L,H,
108.8,38.8,97.7,60.5,176.3,62.4,L,H,
108.9,39,97.9,61.7,177.2,71.7,L,H,
111.5,38.5,97,60.2,173.8,65.2,L,H,
109.5,39.4,96.3,61.6,174.3,69,L,H,
107.6,38.3,94.8,62,177,68.3,L,H,
107,38.8,94.2,61.6,174.8,65.2,L,H,
107.7,39.4,97.3,61.7,178.6,67.4,L,H,
107.4,38.3,92.4,61.7,176.9,63.8,L,H,
109.7,38.2,95.9,62,177.7,71,L,H,
109.7,38.4,96.4,61,178.9,72.7,L,H,
107,38.8,92.3,61.6,178.5,63.9,L,H,
109.7,38.8,92.2,60.4,177.7,64,L,H,
110,38.1,94.8,61.6,173.6,62.7,L,H,
109.1,39.1,92.8,60.3,173.2,66.5,L,H,
111.7,38.8,91.1,61.1,176.8,65.7,L,H,
107.8,38.2,96,60.3,177.9,71.6,L,H,
110.5,38.8,93.7,60.4,174.8,71.5,L,H,
